id,name,branches,main_branch,heading,branch_name
D054908,Extensively Drug-Resistant Tuberculosis,['C01.150.252.410.040.552.846.775.500'],C01,FALSE,Infections
D054909,Placozoa,['B01.050.500.740'],B01,FALSE,Eukaryota
D054910,"Compound Eye, Arthropod",['A13.246'],A13,FALSE,Animal Structures
D054928,Validation Studies as Topic,"['E05.337.925', 'N05.715.360.335.500']",E05,FALSE,Investigative Techniques
D054969,Primary Dysautonomias,['C10.177.575'],C10,FALSE,Nervous System Diseases
D054970,Pure Autonomic Failure,['C10.177.575.650'],C10,FALSE,Nervous System Diseases
D054971,Orthostatic Intolerance,"['C10.177.575.600', 'C23.888.592.610']",C10,FALSE,Nervous System Diseases
D054972,Postural Orthostatic Tachycardia Syndrome,['C10.177.575.600.625'],C10,FALSE,Nervous System Diseases
D054973,Perivascular Epithelioid Cell Neoplasms,['C04.557.450.692'],C04,FALSE,Neoplasms
D054974,Costameres,['A11.284.149.165.165.142'],A11,FALSE,Cells
D054975,Pallister-Hall Syndrome,"['C04.445.622', 'C04.588.614.250.195.885.500.299', 'C05.660.585.600.374', 'C10.228.140.211.885.500.299', 'C10.228.140.617.477.299', 'C10.551.240.250.700.500.249', 'C16.131.077.690', 'C16.131.621.585.600.374']",C04,FALSE,Neoplasms
D054976,Clinical Governance,['N04.452.115'],N04,FALSE,Health Services Administration
D054988,Idiopathic Interstitial Pneumonias,['C08.381.483.652.500.750'],C08,FALSE,Respiratory Tract Diseases
D054989,Nephrogenic Fibrosing Dermopathy,"['C17.800.553', 'C23.550.355.550']",C17,FALSE,Skin and Connective Tissue Diseases
D054990,Idiopathic Pulmonary Fibrosis,"['C08.381.483.652.500', 'C08.381.483.652.500.750.624']",C08,FALSE,Respiratory Tract Diseases
D054991,Autovaccines,['D20.215.894.135.098'],D20,FALSE,Complex Mixtures
D054992,Immunological Synapses,"['A11.284.149.165.420.548', 'A15.382.370']",A11,FALSE,Cells
D055008,Anthracosis,"['C08.381.483.581.062', 'C08.381.520.702.062']",C08,FALSE,Respiratory Tract Diseases
D055009,Spondylosis,['C05.116.900.938'],C05,FALSE,Musculoskeletal Diseases
D055010,Posterior Cervical Sympathetic Syndrome,['C05.116.900.596'],C05,FALSE,Musculoskeletal Diseases
D055011,Ablation Techniques,['E04.014'],E04,FALSE,"Surgical Procedures, Operative"
D055012,Chromosomal Position Effects,['G05.308.203.124'],G05,FALSE,Genetic Phenomena
D055013,"Osteoarthritis, Spine","['C05.116.900.853.625.399', 'C05.550.114.606.750', 'C05.550.114.865.399', 'C05.799.613.750']",C05,FALSE,Musculoskeletal Diseases
D055014,Granulocyte-Macrophage Progenitor Cells,"['A11.148.378.590.675', 'A11.627.635.675', 'A11.872.378.590.635', 'A15.378.316.378.590.675']",A11,FALSE,Cells
D055015,Megakaryocyte-Erythroid Progenitor Cells,"['A11.148.378.590.837', 'A11.872.378.590.817', 'A15.378.316.378.590.837']",A11,FALSE,Cells
D055016,Megakaryocyte Progenitor Cells,"['A11.148.378.590.837.625', 'A11.872.378.590.817.625', 'A15.378.316.378.590.837.625']",A11,FALSE,Cells
D055017,Monocyte-Macrophage Precursor Cells,"['A11.148.378.590.675.750', 'A11.148.580.500', 'A11.627.482.665', 'A11.627.624.249', 'A11.627.635.675.750', 'A11.872.378.590.635.875', 'A15.378.316.378.590.675.750']",A11,FALSE,Cells
D055018,Hemangioblasts,"['A11.436.275.365', 'A11.872.378.270']",A11,FALSE,Cells
D055028,Comparative Genomic Hybridization,"['E05.393.285.240', 'E05.393.520.500', 'E05.393.661.187']",E05,FALSE,Investigative Techniques
D055029,Inverted Repeat Sequences,"['G02.111.570.080.708.800.325', 'G05.360.080.708.800.325']",G02,FALSE,Chemical Phenomena
D055030,Drug Users,['M01.169'],M01,FALSE,Persons
D055031,Primary Graft Dysfunction,"['C14.907.725.675', 'C23.550.767.877.750']",C14,FALSE,Cardiovascular Diseases
D055032,Electron Microscope Tomography,"['E01.370.350.825.249', 'E05.595.402.580.239']",E01,FALSE,Diagnosis
D055034,Osteochondrosis,['C05.116.821'],C05,FALSE,Musculoskeletal Diseases
D055035,Spinal Osteochondrosis,"['C05.116.821.500', 'C05.116.900.808']",C05,FALSE,Musculoskeletal Diseases
D055036,Campomelic Dysplasia,"['C05.660.142', 'C16.131.621.142']",C05,FALSE,Musculoskeletal Diseases
D055048,Integrative Medicine,['H02.403.400'],H02,FALSE,Health Occupations
D055049,Salt Tolerance,"['G07.025.133.250', 'G07.775.813.500', 'G16.012.500.133.250']",G07,FALSE,Physiological Phenomena
D055050,"Diet, Gluten-Free","['E02.642.249.265', 'G07.203.650.240.265']",E02,FALSE,Therapeutics
D055051,Salt-Tolerant Plants,['B01.650.723'],B01,FALSE,Eukaryota
D055052,Athletic Tape,"['E07.101.036', 'E07.858.442.743.159']",E07,FALSE,Equipment and Supplies
D055053,Terahertz Radiation,"['G01.358.500.505.890', 'G01.750.250.890', 'G01.750.770.832']",G01,FALSE,Physical Phenomena
D055068,Terahertz Spectroscopy,['E05.196.867.945'],E05,FALSE,Investigative Techniques
D055069,Terahertz Imaging,['E01.370.350.780'],E01,FALSE,Diagnosis
D055070,Resistance Training,"['E02.760.169.063.500.387.875', 'E02.779.483.875', 'E02.831.535.483.875', 'G11.427.410.698.277.311.750', 'I03.350.311.750']",E02,FALSE,Therapeutics
D055088,Early Detection of Cancer,['E01.390.500'],E01,FALSE,Diagnosis
D055089,Tracheobronchomalacia,"['C05.182.895', 'C08.127.719', 'C08.907.796', 'C16.131.621.953', 'C17.300.182.895']",C05,FALSE,Musculoskeletal Diseases
D055090,Tracheomalacia,"['C05.182.895.500', 'C08.907.796.500', 'C16.131.621.953.500', 'C17.300.182.895.500']",C05,FALSE,Musculoskeletal Diseases
D055091,Bronchomalacia,"['C05.182.895.249', 'C08.127.719.500', 'C16.131.621.953.249', 'C17.300.182.895.249']",C05,FALSE,Musculoskeletal Diseases
D055092,Laryngomalacia,"['C05.182.310', 'C08.360.563', 'C09.400.563', 'C16.131.621.568', 'C17.300.182.310']",C05,FALSE,Musculoskeletal Diseases
D055093,Periodontal Atrophy,['C07.465.714.354'],C07,FALSE,Stomatognathic Diseases
D055094,Evidence-Based Dentistry,"['H02.163.232', 'H02.249.500']",H02,FALSE,Health Occupations
D055095,Optics and Photonics,"['H01.671.617', 'J01.293.688']",H01,FALSE,Natural Science Disciplines
D055096,Optical Devices,['E07.632'],E07,FALSE,Equipment and Supplies
D055097,Auriculotherapy,['E02.190.204'],E02,FALSE,Therapeutics
D055098,Endocrine Cells,['A11.382'],A11,FALSE,Cells
D055099,Neuroendocrine Cells,['A11.382.944'],A11,FALSE,Cells
D055100,Optical Fibers,['E07.632.750'],E07,FALSE,Equipment and Supplies
D055101,Semen Analysis,"['E01.370.225.992', 'E05.200.992']",E01,FALSE,Diagnosis
D055103,Hypodermoclysis,"['E02.319.267.510.795.500', 'E02.319.360.500']",E02,FALSE,Therapeutics
D055104,"Infusions, Subcutaneous",['E02.319.267.510.795'],E02,FALSE,Therapeutics
D055105,Waist Circumference,"['E01.370.600.115.100.160.560', 'E05.041.124.160.875', 'G07.100.100.160.560']",E01,FALSE,Diagnosis
D055106,Genome-Wide Association Study,"['E05.318.370.392', 'E05.318.416.249', 'E05.393.385.500', 'E05.393.522.500', 'E05.393.760.640.500', 'N06.850.520.445.392', 'N06.850.520.470.500']",E05,FALSE,Investigative Techniques
D055107,Suntan,['G13.750.837.500'],G13,FALSE,Integumentary System Physiological Phenomena
D055108,Sunbathing,['I03.450.642.922'],I03,FALSE,Human Activities
D055109,Ankle Brachial Index,['E01.370.370.140.049'],E01,FALSE,Diagnosis
D055110,Radiometric Dating,['E05.799.669'],E05,FALSE,Investigative Techniques
D055111,Failed Back Surgery Syndrome,"['C23.550.767.225', 'C23.888.592.612.107.200']",C23,FALSE,"Pathological Conditions, Signs and Symptoms"
D055112,Pyometra,"['C12.050.351.500.852.544', 'C12.100.250.852.544']",C12,FALSE,Urogenital Diseases
D055113,Chronic Periodontitis,"['C07.465.714.533.324', 'C23.550.291.500.313']",C07,FALSE,Stomatognathic Diseases
D055114,X-Ray Microtomography,"['E01.370.350.700.810.810.900', 'E01.370.350.825.810.810.900']",E01,FALSE,Diagnosis
D055115,Light-Curing of Dental Adhesives,['E06.095.585'],E06,FALSE,Dentistry
D055116,Self-Curing of Dental Resins,['E06.095.850'],E06,FALSE,Dentistry
D055117,"Curing Lights, Dental","['E06.186.104', 'E07.222.104']",E06,FALSE,Dentistry
D055118,Medication Adherence,"['F01.100.150.750.500.600.500', 'F01.145.488.887.500.600.500', 'N05.300.150.800.500.600.500']",F01,FALSE,Behavior and Behavior Mechanisms
D055119,Elastic Modulus,['G01.374.590.605'],G01,FALSE,Physical Phenomena
D055133,Blastocladiomycota,['B01.300.230'],B01,FALSE,Eukaryota
D055134,Allomyces,['B01.300.230.074'],B01,FALSE,Eukaryota
D055135,Coelomomyces,['B01.300.230.200'],B01,FALSE,Eukaryota
D055136,Neocallimastigomycota,['B01.300.665'],B01,FALSE,Eukaryota
D055137,Glomeromycota,['B01.300.320'],B01,FALSE,Eukaryota
D055139,Sensory Gating,['G11.561.794'],G11,FALSE,Musculoskeletal and Neural Physiological Phenomena
D055153,Stem Cell Niche,['G04.366.249'],G04,FALSE,Cell Physiological Phenomena
D055154,Dysphonia,"['C08.360.940.325', 'C09.400.940.325', 'C10.597.975.325', 'C23.888.592.979.325']",C08,FALSE,Respiratory Tract Diseases
D055155,Ophiostomatales,['B01.300.107.655'],B01,FALSE,Eukaryota
D055156,Ophiostoma,['B01.300.107.655.600'],B01,FALSE,Eukaryota
D055157,Dipodascus,"['B01.300.107.795.200', 'B01.300.930.330']",B01,FALSE,Eukaryota
D055158,Velopharyngeal Sphincter,"['A02.633.567.800.680', 'A04.623.617.680', 'A14.724.617.680']",A02,FALSE,Musculoskeletal System
D055159,Endomyces,"['B01.300.107.795.230', 'B01.300.930.340']",B01,FALSE,Eukaryota
D055160,Lipomyces,"['B01.300.107.795.550', 'B01.300.930.555']",B01,FALSE,Eukaryota
D055161,Speleotherapy,['E02.190.894'],E02,FALSE,Therapeutics
D055162,Biocatalysis,"['G02.111.086', 'G02.130.500', 'G03.105']",G02,FALSE,Chemical Phenomena
D055163,Metschnikowia,"['B01.300.107.795.575', 'B01.300.930.587']",B01,FALSE,Eukaryota
D055164,Nerve Expansion,['E04.680.800.500'],E04,FALSE,"Surgical Procedures, Operative"
D055165,Debaryomyces,"['B01.300.107.795.190', 'B01.300.930.323']",B01,FALSE,Eukaryota
D055166,Hepatic Stellate Cells,['A11.561'],A11,FALSE,Cells
D055167,Dekkera,"['B01.300.107.795.192', 'B01.300.930.326']",B01,FALSE,Eukaryota
D055168,Brettanomyces,"['B01.300.381.137', 'B01.300.930.150']",B01,FALSE,Eukaryota
D055169,Eremothecium,"['B01.300.107.795.250', 'B01.300.930.350']",B01,FALSE,Eukaryota
D055170,Plant Root Nodulation,['G15.682'],G15,FALSE,Plant Physiological Phenomena
D055171,Nasal Cartilages,"['A02.165.407.550', 'A04.531.413']",A02,FALSE,Musculoskeletal System
D055172,Vomer,"['A02.835.232.781.324.971', 'A04.531.591.469']",A02,FALSE,Musculoskeletal System
D055191,Delayed Emergence from Anesthesia,['C23.550.767.137'],C23,FALSE,"Pathological Conditions, Signs and Symptoms"
D055211,Retinal Photoreceptor Cell Inner Segment,"['A08.675.650.850.625.670.237', 'A08.675.650.915.937.670.237', 'A08.800.950.937.670.237', 'A09.371.729.831.625.670.237', 'A11.671.650.850.625.670.237', 'A11.671.650.915.937.670.237']",A08,FALSE,Nervous System
D055212,Photoreceptor Connecting Cilium,"['A08.675.650.850.625.670.049', 'A08.675.650.915.937.670.049', 'A08.800.950.937.670.049', 'A09.371.729.831.625.670.049', 'A11.671.650.850.625.670.049', 'A11.671.650.915.937.670.049']",A08,FALSE,Nervous System
D055213,Retinal Pigment Epithelium,"['A09.371.670.500', 'A09.371.729.887']",A09,FALSE,Sense Organs
D055214,Retinal Photoreceptor Cell Outer Segment,"['A08.675.650.850.625.670.375', 'A08.675.650.915.937.670.375', 'A08.800.950.937.670.375', 'A09.371.729.831.625.670.375', 'A11.671.650.850.625.670.375', 'A11.671.650.915.937.670.375']",A08,FALSE,Nervous System
D055231,Lincosamides,"['D03.383.773.532', 'D09.408.471']",D03,FALSE,Heterocyclic Compounds
D055232,Proline-Rich Protein Domains,['G02.111.570.820.709.275.750.485'],G02,FALSE,Chemical Phenomena
D055233,Cornified Envelope Proline-Rich Proteins,"['D12.776.220.150', 'D12.776.543.200']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055252,Cell-Derived Microparticles,['A11.284.295.588.500'],A11,FALSE,Cells
D055253,Color Vision,"['F02.830.816.964.124', 'G11.561.790.964.124', 'G14.935.124']",F02,FALSE,Psychological Phenomena
D055254,Night Vision,"['F02.830.816.964.249', 'G11.561.790.964.249', 'G14.935.249']",F02,FALSE,Psychological Phenomena
D055255,Mesopic Vision,"['F02.830.816.964.186', 'G11.561.790.964.186', 'G14.935.186']",F02,FALSE,Psychological Phenomena
D055256,Infectious Disease Incubation Period,['N06.850.335.250'],N06,FALSE,Environment and Public Health
D055257,Mucin-5B,"['D12.644.848.750', 'D12.776.395.560.631.207', 'D12.776.850.850']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055258,Rod-Cone Interaction,"['F02.830.816.964.186.624', 'G11.561.790.964.186.624', 'G14.935.186.624']",F02,FALSE,Psychological Phenomena
D055261,Immunogenetic Phenomena,['G12.500'],G12,FALSE,Immune System Phenomena
D055262,Mucin-2,['D12.776.395.560.631.161'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055263,Mucin-3,"['D12.776.395.550.565', 'D12.776.395.560.631.184', 'D12.776.543.550.542']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055264,Mucin-4,"['D12.644.360.534', 'D12.776.395.560.631.195', 'D12.776.476.534']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055271,Mucin 5AC,['D12.776.395.560.631.100.500'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055272,Mucin-6,['D12.776.395.560.631.100.750'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055273,Salivary Proline-Rich Proteins,"['D12.644.848.937', 'D12.776.850.925']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055291,Salivary alpha-Amylases,"['D08.811.277.450.066.050.500', 'D12.644.848.875', 'D12.776.850.887']",D08,FALSE,Enzymes and Coenzymes
D055292,Pancreatic alpha-Amylases,['D08.811.277.450.066.050.249'],D08,FALSE,Enzymes and Coenzymes
D055293,"Receptors, Urokinase Plasminogen Activator","['D12.776.395.550.448.813', 'D12.776.543.484.500.813', 'D12.776.543.550.418.813', 'D12.776.543.750.815']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055312,Cystatin A,['D12.776.215.100'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055313,Cystatin B,['D12.776.215.200'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055314,Seed Storage Proteins,['D12.776.765.725'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055315,Prolamins,"['D12.776.765.433.500', 'D12.776.765.725.500']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055316,Cystatin C,['D12.776.215.300'],D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055317,Evidence-Based Practice,['H02.249'],H02,FALSE,Health Occupations
D055318,Evidence-Based Nursing,"['H02.249.875', 'H02.478.197']",H02,FALSE,Health Occupations
D055319,Torulaspora,"['B01.300.107.795.830', 'B01.300.930.910']",B01,FALSE,Eukaryota
D055320,Williopsis,"['B01.300.107.795.905', 'B01.300.930.945']",B01,FALSE,Eukaryota
D055321,Hanseniaspora,"['B01.300.107.795.393', 'B01.300.930.443']",B01,FALSE,Eukaryota
D055322,Kloeckera,"['B01.300.381.490', 'B01.300.930.530']",B01,FALSE,Eukaryota
D055323,Byssochlamys,['B01.300.107.320.125'],B01,FALSE,Eukaryota
D055324,Eupenicillium,['B01.300.107.320.215'],B01,FALSE,Eukaryota
D055325,Eurotium,['B01.300.107.320.218'],B01,FALSE,Eukaryota
D055326,Neosartorya,['B01.300.107.320.550'],B01,FALSE,Eukaryota
D055327,Thermoascus,['B01.300.107.320.820'],B01,FALSE,Eukaryota
D055328,Neotyphodium,"['B01.300.107.501.775', 'B01.300.381.570']",B01,FALSE,Eukaryota
D055329,Epichloe,['B01.300.107.501.310'],B01,FALSE,Eukaryota
D055330,Nectria,['B01.300.107.501.550'],B01,FALSE,Eukaryota
D055331,Adenomyoepithelioma,['C04.557.435.108'],C04,FALSE,Neoplasms
D055332,Cystatin M,"['D12.776.215.500', 'D12.776.624.776.418']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055333,Salivary Cystatins,"['D12.644.848.906', 'D12.776.215.750', 'D12.776.850.906']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055351,Retinal Neurons,"['A08.675.650.850', 'A09.371.729.831', 'A11.671.650.850']",A08,FALSE,Nervous System
D055352,Halorubrum,['B02.200.400.400.445'],B02,FALSE,Archaea
D055353,Chromohalobacter,"['B03.440.400.425.377.249', 'B03.660.250.350.249']",B03,FALSE,Bacteria
D055354,Exosomes,"['A11.284.295.588.750', 'A11.284.430.214.190.875.190.880.495']",A11,FALSE,Cells
D055355,Opsins,"['D12.776.306.466', 'D23.767.930.750']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055356,Endometrial Ablation Techniques,"['E04.014.240', 'E04.950.300.320']",E04,FALSE,"Surgical Procedures, Operative"
D055357,Uterine Artery Embolization,"['E02.520.360.575', 'E02.926.500.575', 'E04.950.300.883']",E02,FALSE,Therapeutics
D055358,Cone Opsins,"['D12.776.306.466.249', 'D23.767.930.750.249']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055359,Antistatic Agents,['D27.720.066'],D27,FALSE,Chemical Actions and Uses
D055360,Osteopathic Physicians,"['M01.526.485.810.722', 'N02.360.810.722']",M01,FALSE,Persons
D055361,Multilevel Analysis,['N06.850.520.830.562'],N06,FALSE,Environment and Public Health
D055362,Agrocybe,['B01.300.179.100.107'],B01,FALSE,Eukaryota
D055363,Cortinarius,['B01.300.179.100.205'],B01,FALSE,Eukaryota
D055364,Hebeloma,['B01.300.179.100.360'],B01,FALSE,Eukaryota
D055365,Cyathus,['B01.300.179.100.215'],B01,FALSE,Eukaryota
D055366,Synaptic Potentials,"['G04.580.887', 'G07.265.675.887', 'G07.265.880.750', 'G11.561.570.918', 'G11.561.830.750']",G04,FALSE,Cell Physiological Phenomena
D055367,Volvariella,['B01.300.179.100.875'],B01,FALSE,Eukaryota
D055368,Pholiota,['B01.300.179.100.645'],B01,FALSE,Eukaryota
D055369,Miniature Postsynaptic Potentials,"['G04.580.887.500', 'G07.265.675.887.500', 'G07.265.880.750.560', 'G11.561.570.918.500', 'G11.561.830.750.560']",G04,FALSE,Cell Physiological Phenomena
D055370,Lung Injury,"['C08.381.520', 'C26.891.554']",C08,FALSE,Respiratory Tract Diseases
D055371,Acute Lung Injury,['C08.381.520.500'],C08,FALSE,Respiratory Tract Diseases
D055372,AMP-Activated Protein Kinases,"['D08.811.913.696.620.682.700.085', 'D12.776.476.563.085']",D08,FALSE,Enzymes and Coenzymes
D055391,Psilocybe,['B01.300.179.100.660'],B01,FALSE,Eukaryota
D055392,Armillaria,['B01.300.179.100.125'],B01,FALSE,Eukaryota
D055393,Flammulina,['B01.300.179.100.320'],B01,FALSE,Eukaryota
D055394,Tolloid-Like Metalloproteinases,"['D08.811.277.656.675.374.525.700.900', 'D12.776.467.948', 'D23.529.948']",D08,FALSE,Enzymes and Coenzymes
D055395,Bone Morphogenetic Protein 1,"['D08.811.277.656.300.480.525.700.049', 'D08.811.277.656.675.374.525.700.900.500', 'D12.644.276.954.200.100', 'D12.776.467.836.049', 'D12.776.467.942.200.100', 'D12.776.467.948.500', 'D23.529.942.200.100', 'D23.529.948.500']",D08,FALSE,Enzymes and Coenzymes
D055396,Bone Morphogenetic Protein 2,"['D12.644.276.954.200.200', 'D12.776.467.942.200.200', 'D23.529.942.200.200']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055397,Ventilator-Induced Lung Injury,['C08.381.520.750'],C08,FALSE,Respiratory Tract Diseases
D055398,Bone Morphogenetic Protein 3,"['D12.644.276.954.200.300', 'D12.776.467.942.200.300', 'D23.529.942.200.300']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055399,Laccaria,['B01.300.179.100.502'],B01,FALSE,Eukaryota
D055411,TGF-beta Superfamily Proteins,"['D12.644.276.954', 'D12.776.467.942', 'D23.529.942']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055412,Growth Differentiation Factors,"['D12.644.276.954.300', 'D12.776.467.942.300', 'D23.529.942.300']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055413,Growth Differentiation Factor 10,"['D12.644.276.954.200.950', 'D12.644.276.954.300.900', 'D12.776.467.942.200.950', 'D12.776.467.942.300.900', 'D23.529.942.200.950', 'D23.529.942.300.900']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055414,Myocardial Perfusion Imaging,"['E01.370.350.130.875', 'E01.370.350.710.600.500', 'E01.370.370.380.500', 'E01.370.384.730.354.500']",E01,FALSE,Diagnosis
D055415,Bone Morphogenetic Protein 4,"['D12.644.276.954.200.400', 'D12.776.467.942.200.400', 'D23.529.942.200.400']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055416,Evidence-Based Emergency Medicine,"['H02.249.750.500', 'H02.403.200.400.500']",H02,FALSE,Health Occupations
D055417,Bone Morphogenetic Protein 5,"['D12.644.276.954.200.500', 'D12.776.467.942.200.500', 'D23.529.942.200.500']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055418,Bone Morphogenetic Protein 6,"['D12.644.276.954.200.600', 'D12.776.467.942.200.600', 'D23.529.942.200.600']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055419,Bone Morphogenetic Protein 7,"['D12.644.276.954.200.700', 'D12.776.467.942.200.700', 'D23.529.942.200.700']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055420,Perfusion Imaging,"['E01.370.350.710.600', 'E01.370.384.730.354']",E01,FALSE,Diagnosis
D055422,Venous Valves,['A07.015.908.950'],A07,FALSE,Cardiovascular System
D055423,"Diet, Ketogenic","['E02.642.249.245.500', 'G07.203.650.240.245.500']",E02,FALSE,Therapeutics
D055424,Cardiac-Gated Imaging Techniques,['E01.370.350.130.500'],E01,FALSE,Diagnosis
D055425,Respiratory-Gated Imaging Techniques,"['E01.370.350.730', 'E01.370.386.730']",E01,FALSE,Diagnosis
D055426,Cardiac-Gated Single-Photon Emission Computer-Assisted Tomography,"['E01.370.350.130.500.500', 'E01.370.350.350.800.800.500', 'E01.370.350.710.800.800.500', 'E01.370.350.825.800.800.500', 'E01.370.384.730.800.800.500']",E01,FALSE,Diagnosis
D055427,Growth Differentiation Factor 2,"['D12.644.276.954.200.910', 'D12.644.276.954.300.200', 'D12.776.467.942.200.910', 'D12.776.467.942.300.200', 'D23.529.942.200.910', 'D23.529.942.300.200']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055428,Growth Differentiation Factor 5,"['D12.644.276.954.300.500', 'D12.776.467.942.300.500', 'D23.529.942.300.500']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055429,Growth Differentiation Factor 9,"['D12.644.276.954.300.800', 'D12.776.467.942.300.800', 'D23.529.942.300.800']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055430,Bone Morphogenetic Protein 15,"['D12.644.276.954.200.900', 'D12.644.276.954.300.049', 'D12.776.467.942.200.900', 'D12.776.467.942.300.049', 'D23.529.942.200.900', 'D23.529.942.300.049']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055431,Growth Differentiation Factor 6,"['D12.644.276.954.300.600', 'D12.776.467.942.300.600', 'D23.529.942.300.600']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055432,Metabolomics,"['H01.158.201.586', 'H01.158.273.180.599', 'H01.181.122.638']",H01,FALSE,Natural Science Disciplines
D055433,Marasmius,['B01.300.179.100.550'],B01,FALSE,Eukaryota
D055434,Termitomyces,['B01.300.179.100.780'],B01,FALSE,Eukaryota
D055435,Myostatin,"['D12.644.276.954.300.925', 'D12.776.467.942.300.925', 'D23.529.942.300.925']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055436,Growth Differentiation Factor 15,"['D12.644.276.374.305', 'D12.644.276.954.300.915', 'D12.776.467.374.305', 'D12.776.467.942.300.915', 'D23.529.374.305', 'D23.529.942.300.915']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055439,Tricholoma,['B01.300.179.100.790'],B01,FALSE,Eukaryota
D055441,Poria,['B01.300.179.120.174.600'],B01,FALSE,Eukaryota
D055442,Metabolome,['G03.500'],G03,FALSE,Metabolism
D055451,Growth Differentiation Factor 3,"['D12.644.276.954.300.300', 'D12.644.276.954.550.300', 'D12.776.467.942.300.300', 'D12.776.467.942.550.300', 'D23.529.942.300.300', 'D23.529.942.550.300']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055452,Growth Differentiation Factor 1,"['D12.644.276.954.300.100', 'D12.644.276.954.550.100', 'D12.776.467.942.300.100', 'D12.776.467.942.550.100', 'D23.529.942.300.100', 'D23.529.942.550.100']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055453,Coriolaceae,['B01.300.179.120.174'],B01,FALSE,Eukaryota
D055454,Trametes,['B01.300.179.120.174.850'],B01,FALSE,Eukaryota
D055456,Nodal Signaling Ligands,"['D12.644.276.954.550', 'D12.776.467.942.550', 'D23.529.942.550']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055457,Nodal Protein,"['D12.644.276.954.550.650', 'D12.776.467.942.550.650', 'D23.529.942.550.650']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055458,Left-Right Determination Factors,"['D12.644.276.954.550.475', 'D12.776.467.942.550.475', 'D23.529.942.550.475']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
D055459,Facilitated Diffusion,"['G01.154.280', 'G01.202.374', 'G02.196.500', 'G03.143.427']",G01,FALSE,Physical Phenomena
D055471,Thermal Diffusion,"['G01.202.750', 'G02.196.750']",G01,FALSE,Physical Phenomena
D055491,Antrodia,['B01.300.179.120.174.070'],B01,FALSE,Eukaryota
D055492,Polyporus,['B01.300.179.120.760.675'],B01,FALSE,Eukaryota
D055493,Spiral Ligament of Cochlea,['A09.246.300.246.965'],A09,FALSE,Sense Organs
D055494,Pycnoporus,['B01.300.179.120.760.690'],B01,FALSE,Eukaryota
D055495,Neurogenesis,"['G04.152.912', 'G07.345.500.325.377.687', 'G08.686.784.170.450.500', 'G11.561.620']",G04,FALSE,Cell Physiological Phenomena
D055496,Neurogenic Bowel,['C06.405.469.158.272.804'],C06,FALSE,Digestive System Diseases
D055498,Jewelry,['J01.637.502'],J01,FALSE,"Technology, Industry, and Agriculture"
D055499,Catheter-Related Infections,['C01.195'],C01,FALSE,Infections
D055500,"Resilience, Psychological",['F02.940'],F02,FALSE,Psychological Phenomena
D055501,Macrophage Activation Syndrome,['C20.683.515.800'],C20,FALSE,Immune System Diseases
D055502,Secondary Prevention,"['E02.897', 'N02.421.726.825', 'N06.850.780.750']",E02,FALSE,Therapeutics
D055503,Protein Multimerization,['G02.111.694'],G02,FALSE,Chemical Phenomena
D055504,Insulin Receptor Substrate Proteins,"['D12.644.360.024.301', 'D12.776.157.057.045', 'D12.776.476.024.382']",D12,FALSE,"Amino Acids, Peptides, and Proteins"
